URL,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=c3fe1cbc5e1ae20b,Technical Support Representative(사원급),IBM 3.9 서울,,"k8s, Cloud, Dev/Ops 등 최신 IT 기술에 대한 학습 및 구현 경험 • Java, Python 등을 활용한 오픈소스 관련 개발 경험 Required Technical and Professional..."
https://kr.indeed.com/viewjob?jk=08a68b0bb9a4efdb,[국비지원] 미래유망분야 전문기술 교육생,대한상공회의소 서울기술교육센터 서울 강서구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=0dab895bb99ead05,KAIST 문화기술연구소 비주얼미디어연구실(노준용 교수) 연수연구원 및...,카이스트 4.0 대전 유성구,,"및 비전 분야 박사 학위 소지자 - 컴퓨터 프로그래밍 가능자 (C++, Python 등 ) ※ 콘텐츠 제작 플랫폼 및 프로그램 개발을 위한 논문 구현... 퓨터 프로그래밍 가능자 (C++, Python 등 ) ※ 콘텐츠 제작 플랫..."
https://kr.indeed.com/viewjob?jk=1d89fe4b37ab05ed,"데이터마이닝, 빅데이터 큐레이터 외 신입/경력 정규직",에임즈인터내셔널코리아 서울 강남구,,"있거나 이에 준하는 실질적인 기술 경력 -데이터를 다루기 위한 Python 혹은 R 등의 프로그래밍 능력 -SQL의 사용 능력 -데이터를 다루기 위한 Python, R, Java 중 1개의 프로그래밍 능력 -대용량 데이터..."
https://kr.indeed.com/viewjob?jk=dfd2fdf4634d57e1,MySQL 데이터베이스 엔지니어(DBA) 국내 대형 포털 플랫폼사,경기도,,"분 - 새로운 기술이나 New Feature에 대해 관심이 많으신분 - 기본적인 수준의 프로그램밍 (c, python, golang등)이 가능하신분 ※ 지원자격 및 우대사항 - MySQL DB운영 업무에 관련된 경력 3년..."
https://kr.indeed.com/viewjob?jk=6fe5311eacbea17a,데이터 인프라 담당자 모집,카카오 4.0 성남 판교역,,"어링 5년 이상 업무 경험 보유자 하둡 에코시스템 기반 대용량 데이터의 수집, 가공이 가능한 분 Java, python, go, bash 등 언어 중 하나 이상 활용 가능하신 분 #우대사항 데이터 분석가, 머신러닝 전문가..."
https://kr.indeed.com/viewjob?jk=48459d39adf56082,연구소장 (SDN 경험자),트렌토 시스템즈 대전 유성구,,우대사항]SDN 관련 개발 유경험자 우대[담당 업무]- SDN 컨트롤러 및 기타 제품 개발 총괄[업무 내용]- Python: REST API를 이용한 네트워크 모니터링 및 관리 시스템 등 응용 프로그램 개발 및 유지보수...
https://kr.indeed.com/viewjob?jk=a2bae5598f01349a,Senior Solutions Consultant - South Kore...,Cloudera 서울,,"Familiarity with scripting tools... bash shell scripts, Python... Perl, Ansible, Chef, Puppet Solid background..."
https://kr.indeed.com/viewjob?jk=add880a19f345249,"Customer Engineer, Machine Learning, Goo...",Google 4.3 서울,,"Caffe, as well as numerical programming frameworks... Python or MATLAB. Preferred qualifications: Master's degree..."
https://kr.indeed.com/viewjob?jk=ab50326324ff64a6,ETF운용팀 경력직,한화자산운용 대한민국,,"ETF 또는 해외인덱스 운용 유경험자 - 준수한 커뮤니케이션 능력 및 스킬 - 컴퓨터 프래로그래밍 스킬 ( Python, R, VBA, Etc) 우대 2) 학력사항: 학사 이상 (상경계열 전공자 선호하나 타 전공자도 지원 可..."
https://kr.indeed.com/viewjob?jk=d80ca42562e966a4,경험최적화 - 머신러닝 엔지니어,Nexon 성남 분당구,,거나 더 나은 접근 방법 제안 - 머신러닝 파이프라인 설계 및 구축과 솔루션 프로토타이핑 지원자격 - Python에 숙련된 프로그래밍 능력과 머신러닝 라이브러리 활용 경험 - 머신러닝과 강화학습에 관련된 지식 습득 혹은...
https://kr.indeed.com/viewjob?jk=ae185a03d7b8f71e,"사물인터넷(IoT) 개발, 메카트로닉스 외 신입/경력 정규직",리쉐니에 수원 영통구,,"연구 빅데이터분석 및 AI개발 Python , WebRTC 프로그램개발... AI개발, Python / WebRTC프로그램개발 [우대사항] 전공계열: 공학계열 자격증: Python, Python 교육이수자, 빅데이터, 스마트공..."
https://kr.indeed.com/viewjob?jk=809ed76ae2758581,웹솔루션 개발 사원 (JAVA/Python),대연씨앤아이 서울 구로구,,"사원 채용 (JAVA/ Python) 모집부문 및 자격요건 담당업무 자격요건 인원 웹솔루션 개발자 채용 (JAVA/ Python)[담당업무]ㆍ태양광 발전... javascript, jquery), Python 언어 사용 가능한 Web..."
https://kr.indeed.com/viewjob?jk=0965f0c0615ab990,[계약직] AI 서비스 개발을 위한 엔지니어 모집 (서버 개발/텍스트 처...,엔씨소프트 2.7 성남 판교역,,"터를 꼼꼼하게 분석하고 정리할 수 있으신 분 - 자연어처리 (NLP) 관련 프로젝트 경험이 있으신 분 - Python 등을 이용하여 텍스트 수집, 분석, 정제 등의 처리가 가능하신 분 제출서류 포트폴리오(필수) 전형단계 서류..."
https://kr.indeed.com/viewjob?jk=79ac23969bbd20ba,Computer Vision 개발자,인텔리코리아 서울 금천구,,채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=fec4bd361c177418,Associate Cloud Developer,Amazon Web Services Korea LLC 서울,,"languages: Java, Python, Ruby, Node.js... 동등한 수준의 STEM 관련 분야 학사 학위 혹은 경험 · Java, Python, Ruby, Node.js, C # 또는 C ++ 중 하나 이상의..."
https://kr.indeed.com/viewjob?jk=8c88208d5aa20d79,메시지플랫폼 개발,Nexon 성남 분당구,,"시스템 개발 지원자격 - C# 개발 가능하면서 python 개발 경험 소유자(또는 Python 개발 가능하면서 C# 개발 경험 소유자) - 대량... powershell, bash, python 등) 경험 - Windows..."
https://kr.indeed.com/viewjob?jk=b8c6ad4bd3f32e3d,AI 개발자,넷아이디 서울 강남구,"연봉 35,000,000원 - 40,000,000원",인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>인공지능(AI)서비스기획|인터넷·IT·통신·모바일...
https://kr.indeed.com/viewjob?jk=c88c0631fb47d0b4,Cloud Architect,Oracle 3.8 서울,,"etc. Shell Script, Python or Java Script... development languages... Java and Python Development and operation experience..."
https://kr.indeed.com/viewjob?jk=bc31f110ceb31a5d,"백앤드 개발자(Google Clound, Python Django)",아자스쿨 서울 마포구,,"Clound, Python Django) 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [업무요약] ㆍ Python + Django 기반의... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=0ffacbe3ec98a580,3ds Max Pipeline Developer,Scanline VFX 서울,,"3ds Max Developer has advanced skills with Max, Python and C++ required for research, development and mentoring others.KEY..."
https://kr.indeed.com/viewjob?jk=c9e13c1e7c8a92b0,"Software Engineer, Machine Learning",Google 4.3 서울,,"an advanced degree. Programming experience in C++ and Python. Experience with relevant technologies (e.g., TensorFlow, Flume..."
https://kr.indeed.com/viewjob?jk=9114939c6b62d6e7,부정 행위 탐지 서비스 개발을 위한 기계학습 전문가 모집,엔씨소프트 2.7 성남 판교역,,경험 - Spark / Hive / Jupyter notebook 등을 이용한 데이터 가공 및 분석 역량 - Python 혹은 R을 이용한 기계 학습 모델 개발 및 서비스 배포 역량 - 리눅스 서버 기반 서비스 개발 역량...
https://kr.indeed.com/viewjob?jk=77dfad5a778a94c2,Senior Data Scientist,Boston Consulting Group 4.2 서울,,"leadership. Fluency... least one scripting language (e.g. Python, R) Fluency in English local office language is required..."
https://kr.indeed.com/viewjob?jk=9144817ca6d5abb5,[경기지역 우수중소기업 온라인 박람회],넷믹스 성남 분당구,,인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=b966810974ac84da,"Technical Solutions Engineer, Wear OS (E...",Google 4.3 서울,,"developing web applications and programming languages (e.g., Python, Go, Java, JVM Hotspot, HTTP, HTTPS). Ability to speak..."
https://kr.indeed.com/viewjob?jk=a71ce64111ef635a,"대기업 딥러닝 기반 영상처리 개발자 (박사급, 판교)",인파트너스 서울,,"개발 경험 보유 - Caffe, TensorFlow, Pytorch - Python, C/C++, Docker  C/C++/C# 언어 역량 보유... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=fd4cb07161910b14,Datacenter Engineer (강원도 춘천 근무),Oracle 3.8 서울,,"Base Operating System Install • Some experience with Perl, Python, Bash or Java • Core OS Services: ssh, telnet, ftp, nfs..."
https://kr.indeed.com/viewjob?jk=9c367c22f4209e7f,Cloud Support Engineer - Deployment,Amazon Web Services Korea LLC 서울,,"One or more scripting language (e.g. Bash, PowerShell, Ruby, Python, ebextensions) · Networking protocols... HTTP, DNS..."
https://kr.indeed.com/viewjob?jk=f4aedf5724e3dee3,"[더존ICT그룹] 웹 개발(프론트엔드,백엔드)/ 웹퍼블리싱",더존비즈온 3.3 강원도 춘천,,그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷...
https://kr.indeed.com/viewjob?jk=a55ec216ad3dcc30,컨설팅사업부 학사이상 IT 인력(경력/신입),케이지제로인 대한민국,,"이내 / 신입 : 경력 무관 우대사항 ㆍ IT 관련 자격증 소지자 ㆍ 금융관련 자격증 소지자 ㆍ 기타 PYTHON, R 등 관련 프로그램 가능자 근무형태 ㆍ 계약직(정규직 전환가능)-12개월 / 신입 : 인턴직(정규직..."
https://kr.indeed.com/viewjob?jk=db26147e9223e38a,[L'Oreal Korea] IT Business Analyst,L'Oreal 4.1 서울,,"outcomes Proficiency in SQL Proficiency... least one of Python (preferred), Java, or C++ Strong understanding and hands..."
https://kr.indeed.com/viewjob?jk=fc6f30e6279fad9c,"딥러닝, 머신러닝 외 경력 정규직",㈜AI4Blockchain 경기도 군포,,Android|인터넷·IT·통신·모바일·게임>응용프로그래머>iOS|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Windows|인터넷·IT·통신·모바일·게임>소프트웨어...
https://kr.indeed.com/viewjob?jk=29fb6625509ce9fb,2021년 상반기 정보보안 엔지니어 - 취약점 파트,인섹시큐리티 서울 금천구,,10에 대한 설명과 구현/조치 가능 - 국내 컴플라이언스 대응 경험 (주요정보통신기반시설 가이드 등) - Python 활용자 - Kali 및 Metasploit 경험자 * 자격요건과 우대사항은 필수가 아닙니다. 0 명 근무조...
https://kr.indeed.com/viewjob?jk=ef43a8a93ad68511,"[단기계약직] 음성 데이터 가공, 정제 및 DB 구축을 위한 단기계약직...",엔씨소프트 2.7 성남 판교역,,우대사항 - 성실하고 책임감 있는 분 - 음성 데이터 가공 및 정제 작업 경험자 - 간단한 프로그래밍 ( Python 등) 으로 유틸리티 작성 가능 제출서류 필수 제출서류 없음 전형단계 서류전형 1차 면접 증빙 제출 및 입사...
https://kr.indeed.com/viewjob?jk=0224e8cd9aba5320,Network Engineer,Blizzard Entertainment 서울,,Environment and troubleshooting Linux network configuration. Python/Bash scripting experience. Bachelor’s degree in computer...
https://kr.indeed.com/viewjob?jk=51dc8257b240f87a,딥러닝 MLOps 백엔드 개발자,써로마인드로보틱스 서울 관악구,"연봉 40,000,000원 - 50,000,000원",통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=0f758d7d63fca042,AI/빅데이터 (리더급) 국내 대기업,경기도 파주,,"경력 5년 이상 (제조업 경력, 팀리딩 경험 우대) - 데이터 모델링 및 분석 역량, 통계 지식 보유자 (R, Python,C#등 프로그램 활용 가능자 우대) 이공계열 - 통계학, 산업공학, 컴퓨터공학, 수학, (계량)경제학..."
https://kr.indeed.com/viewjob?jk=5bfcdbb81dd0d7be,[검색] 프론트엔드 엔지니어 (전문연구요원 가능),버즈니 서울,,해도가 높으신 분 테스트/배포 환경 구축/운영 경험이 있으신 분 Typescript 사용 경험이 있으신 분 Python(django) 개발 경험이 있으신 분 기타사항 연봉은 협의 후 결정됩니다. (참고 : 해당 포지션의 대졸...
https://kr.indeed.com/viewjob?jk=088b5d4f65ea30aa,기업부설연구소 연구원,워너버스이노베이션 안산 상록구,"월급 1,830,000원",후 결정 가능 [장애인채용희망여부] 비희망 [병역특례] - 비희망 [기타 희망내용] - 프로그래밍 스킬( Python/C#/기타언어)- Computer Science에 대한 소양을 가진 분- 문제해결 능력 및 성장 마인드셋...
https://kr.indeed.com/viewjob?jk=56ef71094815c15d,Application Developer,Amazon Web Services Korea LLC 서울,,"experience (e.g. Java, Python, C++, Scala... 너와 서버리스 기술 경험 · 프로그래밍 언어 경험 (예 : Java, Python, C ++, Scala, Go, Ruby 등) · 애플리케이션 개발..."
https://kr.indeed.com/viewjob?jk=a56e68b9e1ffe86a,Associate Solutions Architect,Amazon Web Services Korea LLC 서울,,"languages... Ruby, Python and Node... 현대 개발 언어에 대한 실무적 지식: 루비 (Ruby), 파이썬 ( Python), Node.js 등 · 개발자 및 IT 운영자 대상의 신기술 전파에..."
https://kr.indeed.com/viewjob?jk=af725f1c975c7581,"Technical Operations Manager, Premium Su...",Amazon Web Services Korea LLC 서울,,Programming in one or more... following languages - Java/ Python/ Ruby/ .NET/ Android/ iOS · Must have excellent oral...
https://kr.indeed.com/viewjob?jk=09880c480e628211,SAP HANA Quality Specialist,SAP 4.3 서울,,"discipline Preferred skills Knowledge of LINUX Knowledge of Python/shell-Scripting, C/C++ Using C++-Debuggers (like GDB..."
https://kr.indeed.com/viewjob?jk=dee1c9e840dc5691,Senior Field Applications Engineer,Dolby 서울,,"Dolby’s ecosystem, products, business, and customers. Python coding skills. Interest in music, game/film audio or video..."
https://kr.indeed.com/viewjob?jk=ef7a74269d5cddd6,Sales Operations Specialist,3M 4.0 서울,,"Experience using Data and business intelligence Tool... Python, Power BI, etc. Proficiency in MS Office (advanced Excel..."
https://kr.indeed.com/viewjob?jk=754be9e3d78fa802,2021년 상반기 R&D 개발자 (병역특례 가능/경력 무관),네오스텍 인천 연수구,,"담당업무: - 블루투스 메시 기반 위치 추적 솔루션 개발 - 상기 솔루션의 임베디드 펌웨어 개발 - C(필수), Python, Javascript 프로그래밍 언어 사용 - 기술 지원 [자격요건] 경력사항: 무관 (신입도 지원..."
https://kr.indeed.com/viewjob?jk=0ff2c43b1e2621a5,PharmCADD 2021년 상반기 R&D센터 연구원 공개,팜캐드 서울 강남구,,통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=1d89fe4b37ab05ed,"데이터마이닝, 빅데이터 큐레이터 외 신입/경력 정규직",에임즈인터내셔널코리아 서울 강남구,,"있거나 이에 준하는 실질적인 기술 경력 -데이터를 다루기 위한 Python 혹은 R 등의 프로그래밍 능력 -SQL의 사용 능력 -데이터를 다루기 위한 Python, R, Java 중 1개의 프로그래밍 능력 -대용량 데이터..."
https://kr.indeed.com/viewjob?jk=87309d3ff40ead61,딥러닝 AI 개발 연구원,베이리스 성남 수정구,,시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=166aa0c72e94a266,Business Data Analyst,Soomgo 서울 강남구,,"즈니스에 적용하고 개선한 경험 (Google Optimize, Optimizely, 등) 우대사항 • Python 또는 R 을 사용하여 데이터 분석에 활용 가능 • 경영학, 통계학, 경제학, data analysis 등..."
https://kr.indeed.com/viewjob?jk=05f2ac9858efbfef,[TmaxAI/R&D] AI본부 R&D 개발 연구원 신입/경력 (병역특례...,티맥스소프트 성남 분당구,,"석사 이상 학위 소지자만 가능 (현 전문연구요원 근무자 전직 가능) 우대사항 R&D 연구경력 개발자 우대 - Python 프로그래밍 유경험자 우대 - 머신러닝, 딥러닝 연구경력 (PyTorch, Tensorflow) 우대..."
https://kr.indeed.com/viewjob?jk=5b2574aec8e1d083,딥러닝 개발자 정규직,바이오에이아이 서울 강남구,,"라우드 기반 인프라 활용 - 데이터 수집, 전처리, 통합 자격 조건 - 데이터, 딥러닝 분야에 대한 이해 - Python 코딩능력 - 리눅스 사용 경험 우대 사항 - 영어 리딩 능력 - 의약분야 프로젝트 경험 - 플랫폼개발에..."
https://kr.indeed.com/viewjob?jk=51dc8257b240f87a,딥러닝 MLOps 백엔드 개발자,써로마인드로보틱스 서울 관악구,"연봉 40,000,000원 - 50,000,000원",통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=31c8ae4a133b5147,SW(모바일앱 및 웹개발) 신입/경력 정규직 개발자,더조인 서울 강남구,,통신·모바일·게임>응용프로그래머>Android|인터넷·IT·통신·모바일·게임>응용프로그래머>iOS|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=db26147e9223e38a,[L'Oreal Korea] IT Business Analyst,L'Oreal 4.1 서울,,"outcomes Proficiency in SQL Proficiency... least one of Python (preferred), Java, or C++ Strong understanding and hands..."
https://kr.indeed.com/viewjob?jk=5121411daf2f065e,[법무법인(유)율촌] 경영정보팀 직원,법무법인 (유한)율촌 서울 강남구,,"- 신입 ~ 5년 경력자 - SQL, Python, R 등 데이터 분석 도구... 이상직무기술 : 경영정보팀기타 - 신입 ~ 5년 경력자 - SQL, Python, R 등 데이터 분석 도구 사용 능력 (한 가지 이상 필수) - 데이..."
https://kr.indeed.com/viewjob?jk=06f928ce5f4deff8,"디지털트윈(HTML5기반 Java/JScript/Mysql, R/Pyth...",로제타텍 성남 중원구,,"지원자격 경력 신입·경력 학력 대학교졸업(4년) 성별 무관 기타 담당업무 디지털트윈 상의 응용 어플리케이션 설계 및 개발(Java, Oracle/Mysql) 업무 커리어 양식 지원 상세모집요강 접수기간/방법 시작일..."
https://kr.indeed.com/viewjob?jk=233bbfd9781e846d,"Engr, Tech Supp 3",KLA-Tencor 대한민국,,background Excel macro/code development for log analysis Python Database development for production Open to NCG (New College...
https://kr.indeed.com/viewjob?jk=bc31f110ceb31a5d,"백앤드 개발자(Google Clound, Python Django)",아자스쿨 서울 마포구,,"Clound, Python Django) 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [업무요약] ㆍ Python + Django 기반의... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=dbe3257e487e5814,[AI/Lab] AI 백엔드 엔지니어 (전문연구요원 가능),버즈니 서울,,"플랫폼 및 시스템 구축 이런 분을 찾습니다 주도적으로 문제를 찾고, 해결할 수 있는 능력을 보유하신 분 Python 사용 경험이 있으신 분 다음 항목 중 두 가지 이상에 해당되는 분 AWS 혹은 GCP와 같은 클라우드 플랫폼..."
https://kr.indeed.com/viewjob?jk=fec4bd361c177418,Associate Cloud Developer,Amazon Web Services Korea LLC 서울,,"languages: Java, Python, Ruby, Node.js... 동등한 수준의 STEM 관련 분야 학사 학위 혹은 경험 · Java, Python, Ruby, Node.js, C # 또는 C ++ 중 하나 이상의..."
https://kr.indeed.com/viewjob?jk=c453c879f09c6644,2021년 이공계 전문기술 연수사업 취업연계 무료 교육생,우송대학교산학협력단 대전 동구,,로그래머>VisualC|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=7b3f4dca01d22782,(주)솔라라이트 인공지능(AI)개발 인재,솔라라이트 대구 동구,"월급 2,000,000원",공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=4ec305f59ce64060,게임이상탐지 분석/개발,Nexon 성남 분당구,,"기법 적용에 필요한 프로그래밍 능력 ( Python) - SQL 활용 능력... 대시보드 개발 능력 솔루션 개발자 - 한 가지 이상의 개발 언어( Python, Java, Scala)에 숙련된 프로그래밍 능력 - Linux..."
https://kr.indeed.com/viewjob?jk=79ac23969bbd20ba,Computer Vision 개발자,인텔리코리아 서울 금천구,,채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=52f16cb494d61ecd,"[펜타시큐리티] 보안S/W 개발 및 기획자 (웹, 인증, 블록체인)",펜타시큐리티시스템 서울 영등포구,,인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷...
https://kr.indeed.com/viewjob?jk=7a10af25a567bb7f,정보보호 담당자,씨디네트웍스 서울 강남구,,"우대 사항 a. 비즈니스 영어 가능자 b. 오픈소스 경험자 c. 스크립트 언어 사용 가능자 ( python, shell, powershell 등 ..) d. 관련 자격증 (CISSP, CISA, CPPG, PIA..."
https://kr.indeed.com/viewjob?jk=24a2513486b6daf6,[Creative] Technical Artist,PUBG 서울,,"운드에 대한 숙련도 및 지식 시네마틱 영상 관련 제작 경험 또는 지식 캐릭터 리깅 가능 C++ 활용 능력, python활용 능력 MAYA, Substance Designer 경력 등 고용 형태 정규직 근무지 서울 본사 (서초..."
https://kr.indeed.com/viewjob?jk=02bcd7b6412d1db9,자율주행연구팀 연구사원 (신입/경력),소네트 대구 달성군,,"필수사항 - C / C++ / Python 언어 사용 가능자 • 우대사항... C++언어 사용 가능자 • 우대사항 - 운전 가능자 - JAVA / python 언어 사용 가능자 - 오픈소스 (OpenCV, ROS 등) 사용 경험..."
https://kr.indeed.com/viewjob?jk=da4c00ff263f7cfe,수학과 출신 신입 소프트웨어 개발,"씨쓰리디C3DC,Ltd 부산 해운대구","월급 1,800,000원 - 2,000,000원",가상화 할 데이터 아키텍처에 수학 알고리즘을 적용 빅데이터에서 데이터 필터링 및 자동 sampling 개발( python) Revit & Civil3D dynamo에서 설계코드 개발 [정보기술>정보기술개발>DB엔지니어링] 데이...
